gene,arm
MIR6513,2q
MIR663B,2q
MIR6809,2q
MIR6810,2q
MIR6811,2q
MIR6888,2q
MIR7157,2q
MIR7158,2p
MIR7515,2p
MIR7515HG,2p
MIR7704,2q
MIR7845,2q
MIR8080,2p
MIR8485,2p
MIR933,2q
MIR9500,2q
MIR9899,2q
MIR9986,2q
MITD1,2q
MLPH,2q
MMADHC,2q
MMADHC-DT,2q
MOB1A,2p
MOB4,2q
MOGAT1,2q
MOGS,2p
MORN2,2p
MPHOSPH10,2p
MPP4,2q
MPV17,2p
MREG,2q
MROH2A,2q
MRPL19,2p
MRPL30,2q
MRPL33,2p
MRPL35,2p
MRPL44,2q
MRPL53,2p
MRPS5,2q
MRPS9,2q
MRPS9-AS1,2q
MRPS9-AS2,2q
MSGN1,2p
MSH2,2p
MSH2-OT1,2p
MSH6,2p
MSL3P1,2q
MSTN,2q
MTA3,2p
MTERF4,2q
MTHFD2,2p
MTIF2,2p
MTLN,2q
MTX2,2q
MXD1,2p
MYADML,2p
MYCN,2p
MYCNOS,2p
MYCNUT,2p
MYL1,2q
MYO1B,2q
MYO3B,2q
MYO3B-AS1,2q
MYO7B,2q
MYOSLID,2q
MYOSLID-AS1,2q
MYT1L,2p
MYT1L-AS1,2p
MZT2A,2q
MZT2B,2q
NAB1,2q
NABP1,2q
NABP1-OT1,2q
NAGK,2p
NAT8,2p
NAT8B,2p
NBAS,2p
NBEAL1,2q
NCAPH,2q
NCK2,2q
NCKAP1,2q
NCKAP5,2q
NCKAP5-AS1,2q
NCKAP5-AS2,2q
NCL,2q
NCOA1,2p
NDUFA10,2q
NDUFAF7,2p
NDUFB3,2q
NDUFS1,2q
NEB,2q
NEMP2,2q
NEU2,2q
NEU4,2q
NEURL3,2q
NEUROD1,2q
NFE2L2,2q
NFU1,2p
NGEF,2q
NHEJ1,2q
NIF3L1,2q
NIFK,2q
NIFK-AS1,2q
NLRC4,2p
NMI,2q
NMS,2q
NMUR1,2q
NOC2LP2,2q
NOL10,2p
NOP58,2q
NOSTRIN,2q
NOTO,2p
NPAS2,2q
NPAS2-AS1,2q
NPHP1,2q
NPPC,2q
NR4A2,2q
NRBP1,2p
NRIR,2p
NRP2,2q
NRXN1,2p
NT5C1B,2p
NT5C1B-RDH14,2p
NT5DC4,2q
NTSR2,2p
NUP35,2q
NXPH2,2q
NYAP2,2q
OBSL1,2q
ODC1,2p
ODC1-DT,2p
OLA1,2q
OR6B2,2q
OR6B3,2q
OR7E91P,2p
ORC2,2q
ORC4,2q
ORMDL1,2q
OSBPL6,2q
OSGEPL1,2q
OSGEPL1-AS1,2q
OSR1,2p
OST4,2p
OTOF,2p
OTOS,2q
OTX1,2p
OXER1,2p
PABPC1P2,2q
PAIP2B,2p
PANTR1,2q
PAPOLG,2p
PARD3B,2q
PARTICL,2p
PASK,2q
PAX3,2q
PAX8,2q
PAX8-AS1,2q
PCARE,2p
PCBP1,2p
PCBP1-AS1,2p
PCGEM1,2q
PCGF1,2p
PCYOX1,2p
PDCD1,2q
PDCL3,2q
PDE11A,2q
PDE11A-AS1,2q
PDE1A,2q
PDE6D,2q
PDIA6,2p
PDK1,2q
PECR,2q
PELI1,2p
PER2,2q
PEX13,2p
PFN4,2p
PGAP1,2q
PGM5P3-AS1,9p
PGM5P4,2q
PGM5P4-AS1,2q
PHOSPHO2,2q
PHOSPHO2-KLHL23,2q
PID1,2q
PIGF,2p
PIKFYVE,2q
PJVK,2q
PKDCC,2p
PKP4,2q
PKP4-AS1,2q
PLA2R1,2q
PLAC9P1,2q
PLB1,2p
PLCD4,2q
PLCL1,2q
PLEK,2p
PLEKHA3,2q
PLEKHB2,2q
PLEKHH2,2p
PLEKHM3,2q
PLGLA,2q
PLGLB1,2p
PLGLB2,2p
PMS1,2q
PNKD,2q
PNO1,2p
PNPT1,2p
POLE4,2p
POLR1A,2p
POLR1B,2q
POLR2D,2q
POMC,2p
POTEE,2q
POTEF,2q
POTEI,2q
POTEJ,2q
POTEKP,2q
POU3F3,2q
PPIG,2q
PPIL3,2q
PPM1B,2p
PPM1G,2p
PPP1CB,2p
PPP1R1C,2q
PPP1R21,2p
PPP1R7,2q
PPP3R1,2p
PPP4R3B,2p
PRADC1,2p
PREB,2p
PREPL,2p
PRKAG3,2q
PRKCE,2p
PRKD3,2p
PRKRA,2q
PRLH,2q
PROC,2q
PROKR1,2p
PROM2,2q
PRORSD1P,2p
PRPF40A,2q
PRR30,2p
PRSS40A,2q
PRSS40B,2q
PRSS56,2q
PSD4,2q
PSMD1,2q
PSMD14,2q
PSME4,2p
PTCD3,2p
PTH2R,2q
PTMA,2q
PTPN18,2q
PTPN4,2q
PTPRN,2q
PTRHD1,2p
PUM2,2p
PUS10,2p
PXDN,2p
QPCT,2p
R3HDM1,2q
RAB10,2p
RAB11FIP5,2p
RAB17,2q
RAB1A,2p
RAB3GAP1,2q
RAB6C,2q
RAB6C-AS1,2q
RAB6D,2q
RABL2A,2q
RAD51AP2,2p
RALB,2q
RAMP1,2q
RANBP2,2q
RAPGEF4,2q
RAPGEF4-AS1,2q
RAPH1,2q
RASGRP3,2p
RASGRP3-AS1,2p
RBKS,2p
RBM43,2q
RBM44,2q
RBM45,2q
RBMS1,2q
RDH14,2p
REEP1,2p
REG1A,2p
REG1B,2p
REG1CP,2p
REG3A,2p
REG3G,2p
REL,2p
RESP18,2q
RETREG2,2q
RETSAT,2p
REV1,2q
RFTN2,2q
RFX8,2q
RGPD1,2p
RGPD2,2p
RGPD3,2q
RGPD4,2q
RGPD4-AS1,2q
RGPD5,2q
RGPD6,2q
RGPD8,2q
RHBDD1,2q
RHOB,2p
RHOQ,2p
RHOQ-AS1,2p
RIF1,2q
RMDN2,2p
RMDN2-AS1,2p
RMND5A,2p
RN7SL832P,2p
RNASEH1,2p
RNASEH1-AS1,2p
RND3,2q
RNF103,2p
RNF103-CHMP3,2p
RNF144A,2p
RNF149,2q
RNF181,2p
RNF25,2q
RNPEPL1,2q
RNU4ATAC,2q
ROCK2,2p
RPE,2q
RPIA,2p
RPL23AP32,2p
RPL23AP7,2q
RPL31,2q
RPL37A,2q
RPRM,2q
RPS27A,2p
RPS7,2p
RRM2,2p
RSAD2,2p
RTKN,2p
RTN4,2p
RTP5,2q
RUFY4,2q
SAG,2q
SAP130,2q
SATB2,2q
SATB2-AS1,2q
SCARNA5,2q
SCARNA6,2q
SCG2,2q
SCHLAP1,2q
SCLY,2q
SCN1A,2q
SCN1A-AS1,2q
SCN2A,2q
SCN3A,2q
SCN7A,2q
SCN9A,2q
SCRN3,2q
SCTR,2q
SCTR-AS1,2q
SDC1,2p
SELENOI,2p
SEMA4C,2q
SEMA4F,2p
SEPTIN10,2q
SEPTIN2,2q
SERPINE2,2q
SERTAD2,2p
SESTD1,2q
SF3B1,2q
SF3B6,2p
SFT2D3,2q
SFTPB,2p
SFXN5,2p
SGO2,2q
SGPP2,2q
SH2D6,2p
SH3BP4,2q
SH3RF3,2q
SH3RF3-AS1,2q
SH3YL1,2p
SILC1,2p
SIX2,2p
SIX3,2p
SIX3-AS1,2p
SLC11A1,2q
SLC16A14,2q
SLC19A3,2q
SLC1A4,2p
SLC20A1,2q
SLC23A3,2q
SLC25A12,2q
SLC30A3,2p
SLC30A6,2p
SLC35F5,2q
SLC35F6,2p
SLC38A11,2q
SLC39A10,2q
SLC3A1,2p
SLC40A1,2q
SLC4A10,2q
SLC4A1AP,2p
SLC4A3,2q
SLC4A5,2p
SLC5A6,2p
SLC5A7,2q
SLC66A3,2p
SLC8A1,2p
SLC8A1-AS1,2p
SLC9A2,2q
SLC9A4,2q
SMARCAL1,2q
SMC6,2p
SMPD4,2q
SMPD4BP,2q
SMYD1,2p
SMYD5,2p
SNAR-H,2p
SNED1,2q
SNHG31,2q
SNORA105A,5p
SNORA105B,5p
SNORA10B,2p
SNORA112,2q
SNORA115,2q
SNORA36C,2p
SNORA40B,2q
SNORA41,2q
SNORA70B,2p
SNORA70F,2q
SNORA70I,2q
SNORA75,2q
SNORA80B,2p
SNORC,2q
SNORD11,2q
SNORD11B,2q
SNORD132,2q
SNORD20,2q
SNORD3K,2q
SNORD51,2q
SNORD53,2p
SNORD53B,2p
SNORD70,2q
SNORD70B,2q
SNORD82,2q
SNORD89,2q
SNORD92,2p
SNORD94,2p
SNRNP200,2q
SNRNP27,2p
SNRPG,2p
SNTG2,2p
SNTG2-AS1,2p
SNX17,2p
SOCS5,2p
SOS1,2p
SOWAHC,2q
SOX11,2p
SP100,2q
SP110,2q
SP140,2q
SP140L,2q
SP3,2q
SP5,2q
SP9,2q
SPAG16,2q
SPAG16-DT,2q
SPAST,2p
SPATA3,2q
SPATA3-AS1,2q
SPATS2L,2q
SPC25,2q
SPDYA,2p
SPEG,2q
SPEGNB,2q
SPHKAP,2q
SPOPL,2q
SPP2,2q
SPR,2p
SPRED2,2p
SPTBN1,2p
SRBD1,2p
SRD5A2,2p
SRSF7,2p
SSB,2q
ST3GAL5,2p
ST3GAL5-AS1,2p
ST6GAL2,2q
STAM2,2q
STAMBP,2p
STARD7,2q
STARD7-AS1,2q
STAT1,2q
STAT4,2q
STEAP3,2q
STEAP3-AS1,2q
STK11IP,2q
STK16,2q
STK17B,2q
STK25,2q
STK36,2q
STK39,2q
STON1,2p
STON1-GTF2A1L,2p
STPG4,2p
STRADB,2q
STRN,2p
SUCLG1,2p
SULT1C2,2q
SULT1C2P1,2q
SULT1C3,2q
SULT1C4,2q
SULT6B1,2p
SUMO1,2q
SUPT7L,2p
TACR1,2p
TAF1B,2p
TANC1,2q
TANK,2q
TARDBPP3,2q
TBC1D8,2q
TBC1D8-AS1,2q
TBR1,2q
TCF23,2p
TCF7L1,2p
TCF7L1-IT1,2p
TDRD15,2p
TEKT4,2q
TET3,2p
TEX261,2p
TEX37,2p
TEX41,2q
TEX44,2q
TEX51,2q
TFCP2L1,2q
TFPI,2q
TGFA,2p
TGFA-IT1,2p
TGFBRAP1,2q
TGOLN2,2p
THADA,2p
THAP4,2q
THNSL2,2p
THORLNC,2q
THSD7B,2q
THUMPD2,2p
TIA1,2p
TIGD1,2q
TLK1,2q
TLX2,2p
TM4SF20,2q
TMBIM1,2q
TMEFF2,2q
TMEM127,2q
TMEM131,2q
TMEM150A,2p
TMEM163,2q
TMEM169,2q
TMEM17,2p
TMEM177,2q
TMEM178A,2p
TMEM18,2p
TMEM182,2q
TMEM185B,2q
TMEM198,2q
TMEM214,2p
TMEM237,2q
TMEM247,2p
TMEM37,2q
TMEM87B,2q
TMSB10,2p
TNFAIP6,2q
TNP1,2q
TNRC17,2q
TNS1,2q
TNS1-AS1,2q
TOGARAM2,2p
TP53I3,2p
TPO,2p
TPRKB,2p
TRABD2A,2p
TRAF3IP1,2q
TRAK2,2q
TRAPPC12,2p
TRIB2,2p
TRIM43,2q
TRIM43B,2q
TRIM54,2p
TRIP12,2q
TRMT61B,2p
TRPM8,2q
TSGA10,2q
TSN,2q
TSPYL6,2p
TTC21B,2q
TTC21B-AS1,2q
TTC27,2p
TTC30A,2q
TTC30B,2q
TTC31,2p
TTC32,2p
TTC7A,2p
TTL,2q
TTLL4,2q
TTN,2q
TTN-AS1,2q
TUBA3D,2q
TUBA3E,2q
TUBA4A,2q
TUBA4B,2q
TWIST2,2q
TXNDC9,2q
TYW5,2q
UBE2E3,2q
UBE2F,2q
UBE2F-SCLY,2q
UBR3,2q
UBXN2A,2p
UBXN4,2q
UCN,2p
UGGT1,2q
UGP2,2p
UGT1A1,2q
UGT1A10,2q
UGT1A3,2q
UGT1A4,2q
UGT1A5,2q
UGT1A6,2q
UGT1A7,2q
UGT1A8,2q
UGT1A9,2q
UICLM,2q
UNC50,2q
UNC80,2q
UPP2,2q
USP34,2p
USP37,2q
USP39,2p
USP40,2q
UXS1,2q
VAMP5,2p
VAMP8,2p
VAX2,2p
VIL1,2q
VIT,2p
VPS54,2p
VRK2,2p
VSNL1,2p
VWA3B,2q
VWC2L,2q
VWC2L-IT1,2q
WASH2P,2q
WBP1,2p
WDCP,2p
WDFY1,2q
WDPCP,2p
WDR12,2q
WDR33,2q
WDR35,2p
WDR43,2p
WDR54,2p
WDR75,2q
WDR92,2p
WDSUB1,2q
WIPF1,2q
WNT10A,2q
WNT6,2q
XDH,2p
XIRP2,2q
XIRP2-AS1,2q
XPO1,2p
XRCC5,2q
YIPF4,2p
YPEL5,2p
YWHAQ,2p
YY1P2,2q
ZAP70,2q
ZC3H15,2q
ZC3H6,2q
ZC3H8,2q
ZDBF2,2q
ZEB2,2q
ZEB2-AS1,2q
ZFAND2B,2q
ZFP36L2,2p
ZNF142,2q
ZNF2,2q
ZNF385B,2q
ZNF512,2p
ZNF513,2p
ZNF514,2q
ZNF638,2p
ZNF804A,2q
ZNF806,2q
ZRANB3,2q
ZSWIM2,2q
AAR2,20q
ABALON,20q
ABHD12,20p
ABHD16B,20q
ACOT8,20q
ACSS1,20p
ACSS2,20q
ACTL10,20q
ACTR5,20q
ADA,20q
ADAM33,20p
ADIG,20q
ADNP,20q
ADNP-AS1,20q
ADRA1D,20p
ADRM1,20q
AHCY,20q
ANGPT4,20p
ANKEF1,20p
ANKRD60,20q
AP5S1,20p
APCDD1L,20q
APCDD1L-DT,20q
APMAP,20p
ARFGAP1,20q
ARFGEF2,20q
ARFRP1,20q
ARHGAP40,20q
ASIP,20q
ASXL1,20q
ATP5F1E,20q
ATP9A,20q
ATRN,20p
AURKA,20q
AVP,20p
B4GALT5,20q
BANF2,20p
BCAS1,20q
BCAS4,20q
BCL2L1,20q
BFSP1,20p
BHLHE23,20q
BIRC7,20q
BLCAP,20q
BMP2,20p
BMP7,20q
BMP7-AS1,20q
BPI,20q
BPIFA1,20q
BPIFA2,20q
BPIFA3,20q
BPIFA4P,20q
BPIFB1,20q
BPIFB2,20q
BPIFB3,20q
BPIFB4,20q
BPIFB6,20q
BTBD3,20p
C20orf141,20p
C20orf144,20q
C20orf173,20q
C20orf194,20p
C20orf197,20q
C20orf202,20p
C20orf203,20q
C20orf204,20q
C20orf27,20p
C20orf85,20q
C20orf96,20p
CABLES2,20q
CASC20,20p
CASS4,20q
CBFA2T2,20q
CBLN4,20q
CCM2L,20q
CCN5,20q
CD40,20q
CD93,20p
CDC25B,20p
CDH22,20q
CDH26,20q
CDH4,20q
CDK5RAP1,20q
CDS2,20p
CEBPB,20q
CEBPB-AS1,20q
CENPB,20p
CEP250,20q
CFAP61,20p
CHD6,20q
CHGB,20p
CHMP4B,20q
CHRNA4,20q
CNBD2,20q
COL20A1,20q
COL9A3,20q
COMMD7,20q
COX4I2,20q
CPNE1,20q
CPXM1,20p
CRLS1,20p
CRNKL1,20p
CSE1L,20q
CSE1L-AS1,20q
CSNK2A1,20p
CST1,20p
CST11,20p
CST13P,20p
CST2,20p
CST3,20p
CST4,20p
CST5,20p
CST7,20p
CST8,20p
CST9,20p
CST9L,20p
CSTF1,20q
CSTL1,20p
CTCFL,20q
CTNNBL1,20q
CTSA,20q
CTSZ,20q
CYP24A1,20q
DBNDD2,20q
DDRGK1,20p
DDX27,20q
DEFB115,20q
DEFB116,20q
DEFB118,20q
DEFB119,20q
DEFB121,20q
DEFB122,20q
DEFB123,20q
DEFB124,20q
DEFB125,20p
DEFB126,20p
DEFB127,20p
DEFB128,20p
DEFB129,20p
DEFB132,20p
DHX35,20q
DIDO1,20q
DLGAP4,20q
DLGAP4-AS1,20q
DNAJC5,20q
DNMT3B,20q
DNTTIP1,20q
DOK5,20q
DPH3P1,20q
DPM1,20q
DSN1,20q
DSTN,20p
DTD1,20p
DTD1-AS1,20p
DUSP15,20q
DYNLRB1,20q
DZANK1,20p
E2F1,20q
EBF4,20p
EDEM2,20q
EDN3,20q
EEF1A2,20q
EFCAB8,20q
EIF2S2,20q
EIF6,20q
ELMO2,20q
EMILIN3,20q
ENTPD6,20p
EPB41L1,20q
EPPIN,20q
EPPIN-WFDC6,20q
ERGIC3,20q
ESF1,20p
EYA2,20q
FAM110A,20p
FAM182A,20p
FAM182B,20p
FAM209A,20q
FAM209B,20q
FAM210B,20q
FAM217B,20q
FAM242B,20q
FAM83C,20q
FAM83C-AS1,20q
FAM83D,20q
FASTKD5,20p
FER1L4,20q
FERMT1,20p
FITM2,20q
FKBP1A,20p
FKBP1A-SDCBP2,20p
FLJ16779,20q
FLRT3,20p
FNDC11,20q
FOXA2,20p
FOXS1,20q
FRG1BP,20q
FRG1CP,20q
FRG1DP,20q
FRG1EP,20q
FRG2EP,20q
GATA5,20q
GCNT7,20q
GDAP1L1,20q
GDF5,20q
GDF5-AS1,20q
GFRA4,20p
GGT7,20q
GGTLC1,20p
GHRH,20q
GID8,20q
GINS1,20p
GMEB2,20q
GNAS,20q
GNAS-AS1,20q
GNRH2,20p
GPCPD1,20p
GSS,20q
GTSF1L,20q
GZF1,20p
HAO1,20p
HAR1A,20q
HAR1B,20q
HCK,20q
HELZ2,20q
HM13,20q
HM13-AS1,20q
HMGB3P1,20q
HNF4A,20q
HNF4A-AS1,20q
HRH3,20q
HSPA12B,20p
ID1,20q
IDH3B,20p
IFT52,20q
INSM1,20p
ISM1,20p
ISM1-AS1,20p
ITCH,20q
ITPA,20p
JAG1,20p
JPH2,20q
KAT14,20p
KCNB1,20q
KCNG1,20q
KCNK15,20q
KCNK15-AS1,20q
KCNQ2,20q
KCNS1,20q
KIAA1755,20q
KIF16B,20p
KIF3B,20q
KIZ,20p
KIZ-AS1,20p
L3MBTL1,20q
LAMA5,20q
LAMA5-AS1,20q
LAMP5,20p
LAMP5-AS1,20p
LBP,20q
LIME1,20q
LINC00028,20q
LINC00029,20q
LINC00237,20p
LINC00261,20p
LINC00266-1,20q
LINC00489,20q
LINC00494,20q
LINC00652,20p
LINC00653,20p
LINC00654,20p
LINC00656,20p
LINC00658,20p
LINC00659,20q
LINC00687,20p
LINC00851,20p
LINC01056,20q
LINC01260,20q
LINC01270,20q
LINC01271,20q
LINC01273,20q
LINC01370,20q
LINC01427,20p
LINC01428,20p
LINC01429,20q
LINC01430,20q
LINC01431,20p
LINC01432,20p
LINC01433,20p
LINC01440,20q
LINC01441,20q
LINC01522,20q
LINC01523,20q
LINC01524,20q
LINC01597,20q
LINC01620,20q
LINC01706,20p
LINC01711,20q
LINC01713,20p
LINC01716,20q
LINC01718,20q
LINC01721,20p
LINC01722,20p
LINC01723,20p
LINC01726,20p
LINC01727,20p
LINC01728,20q
LINC01729,20p
LINC01730,20p
LINC01733,20p
LINC01734,20q
LINC01742,20q
LINC01747,20p
LINC01749,20q
LINC01751,20p
LINC01752,20p
LINC01754,20q
LINC02871,20p
LKAAEAR1,20q
LNCNEF,20p
LOC100128310,20q
LOC100128988,20q
LOC100130373,20q
LOC100130587,20q
LOC100131496,20q
LOC100134868,20p
LOC100287792,20q
LOC100289473,20p
LOC101926889,20p
LOC101926935,20p
LOC101927159,20q
LOC101927377,20q
LOC101927770,20q
LOC101927932,20q
LOC101928048,20q
LOC101929413,20p
LOC101929698,20q
LOC102606466,20p
LOC105369209,20q
LOC105372493,20p
LOC105372582,20p
LOC105372631,20q
LOC105372633,20q
LOC105372653,20q
LOC105372672,20q
LOC105372695,20q
LOC105379477,20q
LOC112268269,20q
LOC149684,20q
LOC284788,20p
LOC284798,20p
LOC339593,20p
LOC388780,20p
LOC613266,20p
LOC643406,20p
LOC729296,20q
LPIN3,20q
LRRN4,20p
LSM14B,20q
LZTS3,20p
MACROD2,20p
MACROD2-AS1,20p
MACROD2-IT1,20p
MAFB,20q
MANBAL,20q
MAP1LC3A,20q
MAPRE1,20q
MATN4,20q
MAVS,20p
MC3R,20q
MCM8,20p
MCM8-AS1,20p
MGME1,20p
MHENCR,20q
MIR1-1,20q
MIR1-1HG,20q
MIR1-1HG-AS1,20q
MIR103A2,20p
MIR103B2,20p
MIR12122,20q
MIR124-3,20q
MIR1257,20q
MIR1289-1,20q
MIR1292,20p
MIR1302-5,20q
MIR133A2,20q
MIR1825,20q
MIR1914,20q
MIR296,20q
MIR298,20q
MIR3192,20p
MIR3193,20q
MIR3194,20q
MIR3195,20q
MIR3196,20q
MIR3616,20q
MIR3617,20q
MIR3646,20q
MIR4325,20q
MIR4326,20q
MIR4477A,9q
MIR4477B,9q
MIR4533,20q
MIR4755,20q
MIR4756,20q
MIR4758,20q
MIR499A,20q
MIR499B,20q
MIR548AG2,20q
MIR548O2,20q
MIR644A,20q
MIR645,20q
MIR646,20q
MIR646HG,20q
MIR647,20q
MIR663A,21p
MIR663AHG,20p
MIR6812,20q
MIR6813,20q
MIR6869,20p
MIR6870,20p
MIR6871,20q
MIR8062,20p
MIR941-1,20q
MIR941-2,20q
MIR941-3,20q
MIR941-4,20q
MIR941-5,20q
MKKS,20p
MKRN7P,20q
MLLT10P1,20q
MMP24,20q
MMP24-AS1-EDEM2,20q
MMP24OS,20q
MMP9,20q
MOCS3,20q
MRGBP,20q
MROH8,20q
MRPS26,20p
MTG2,20q
MTRNR2L3,20q
MYBL2,20q
MYH7B,20q
MYL9,20q
MYLK2,20q
MYT1,20q
NAA20,20p
NANP,20p
NAPB,20p
NCOA3,20q
NCOA5,20q
NCOA6,20q
NCOR1P1,20p
NDRG3,20q
NDUFAF5,20p
NECAB3,20q
NELFCD,20q
NEURL2,20q
NFATC2,20q
NFS1,20q
NINL,20p
NKAIN4,20q
NKILA,20q
NKX2-2,20p
NKX2-4,20p
NNAT,20q
NOL4L,20q
NOL4L-DT,20q
NOP56,20p
NORAD,20q
NPBWR2,20q
NPEPL1,20q
NRSN2,20p
NRSN2-AS1,20p
NSFL1C,20p
NTSR1,20q
NXT1,20p
OCSTAMP,20q
OGFR,20q
OGFR-AS1,20q
OPRL1,20q
OSBPL2,20q
OSER1,20q
OSER1-DT,20q
OTOR,20p
OVOL2,20p
OXT,20p
PABPC1L,20q
PAK5,20p
PANK2,20p
PARAL1,20p
PARD6B,20q
PAX1,20p
PCED1A,20p
PCIF1,20q
PCK1,20q
PCMTD2,20q
PCNA,20p
PCNA-AS1,20p
PCSK2,20p
PDRG1,20q
PDYN,20p
PDYN-AS1,20p
PEDS1,20q
PEDS1-UBE2V1,20q
PELATON,20q
PET117,20p
PFDN4,20q
PHACTR3,20q
PHACTR3-AS1,20q
PHF20,20q
PI3,20q
PIGT,20q
PIGU,20q
PKIG,20q
PLAGL2,20q
PLCB1,20p
PLCB1-IT1,20p
PLCB4,20p
PLCG1,20q
PLCG1-AS1,20q
PLTP,20q
PMEPA1,20q
POFUT1,20q
POLR3F,20p
PPDPF,20q
PPP1R16B,20q
PPP1R3D,20q
PPP4R1L,20q
PRELID3B,20q
PREX1,20q
PRND,20p
PRNP,20p
PRNT,20p
PROCR,20q
PROKR2,20p
PRPF6,20q
PSMA7,20q
PSMF1,20p
PTGIS,20q
PTK6,20q
PTPN1,20q
PTPRA,20p
PTPRT,20q
PTPRT-AS1,20q
PXMP4,20q
PYGB,20p
R3HDML,20q
RAB22A,20q
RAB5IF,20q
RAD21L1,20p
RAE1,20q
RALGAPA2,20p
RALGAPB,20q
RALY,20q
RALY-AS1,20q
RASSF2,20p
RBBP8NL,20q
RBBP9,20p
RBCK1,20p
RBL1,20q
RBM12,20q
RBM38,20q
RBM38-AS1,20q
RBM39,20q
RBPJL,20q
REM1,20q
RGS19,20q
RIMS4,20q
RIN2,20p
RIPOR3,20q
RIPOR3-AS1,20q
RNF114,20q
RNF24,20p
RNU105B,20p
ROMO1,20q
RPN2,20q
RPRD1B,20q
RPS21,20q
RRBP1,20p
RSPO4,20p
RTEL1,20q
RTEL1-TNFRSF6B,20q
RTF2,20q
SALL4,20q
SAMD10,20q
SAMHD1,20q
SCAND1,20q
SCP2D1,20p
SCP2D1-AS1,20p
SCRT2,20p
SDC4,20q
SDCBP2,20p
SDCBP2-AS1,20p
SEC23B,20p
SEL1L2,20p
SEMG1,20q
SEMG2,20q
SERINC3,20q
SGK2,20q
SHLD1,20p
SIGLEC1,20p
SIRPA,20p
SIRPB1,20p
SIRPB2,20p
SIRPB3P,20p
SIRPD,20p
SIRPG,20p
SIRPG-AS1,20p
SLA2,20q
SLC12A5,20q
SLC12A5-AS1,20q
SLC13A3,20q
SLC17A9,20q
SLC23A2,20p
SLC24A3,20p
SLC24A3-AS1,20p
SLC2A10,20q
SLC2A4RG,20q
SLC32A1,20q
SLC35C2,20q
SLC4A11,20p
SLC52A3,20p
SLC9A8,20q
SLCO4A1,20q
SLCO4A1-AS1,20q
SLMO2-ATP5E,20q
SLPI,20q
SLX4IP,20p
SMIM26,20p
SMOX,20p
SNAI1,20q
SNAP25,20p
SNAP25-AS1,20p
SNHG11,20q
SNHG17,20q
SNORA117,20q
SNORA51,20p
SNORA60,20q
SNORA71A,20q
SNORA71B,20q
SNORA71C,20q
SNORA71D,20q
SNORA71E,20q
SNORD110,20p
SNORD119,20p
SNORD12,20q
SNORD12B,20q
SNORD12C,20q
SNORD154,20q
SNORD17,20p
SNORD56,20p
SNORD57,20p
SNORD86,20p
SNPH,20p
SNRPB,20p
SNRPB2,20p
SNTA1,20q
SNX21,20q
SNX5,20p
SOGA1,20q
SOX12,20p
SOX18,20q
SPAG4,20q
SPATA2,20q
SPATA25,20q
SPEF1,20p
SPINT3,20q
SPINT4,20q
SPO11,20q
SPTLC3,20p
SRC,20q
SRMS,20q
SRSF6,20q
SRXN1,20p
SS18L1,20q
SSTR4,20p
STAU1,20q
STK35,20p
STK4,20q
STK4-AS1,20q
STMN3,20q
STX16,20q
STX16-NPEPL1,20q
SULF2,20q
SUMO1P1,20q
SUN5,20q
SYCP2,20q
SYNDIG1,20p
SYS1,20q
SYS1-DBNDD2,20q
TAF4,20q
TASP1,20p
TBC1D20,20p
TCEA2,20q
TCF15,20p
TCFL5,20q
TFAP2C,20q
TGIF2,20q
TGIF2-RAB5IF,20q
TGM2,20q
TGM3,20p
TGM6,20p
THBD,20p
TLDC2,20q
TM9SF4,20q
TMC2,20p
TMEM230,20p
TMEM239,20p
TMEM74B,20p
TMX4,20p
TNFRSF6B,20q
TNNC2,20q
TOMM34,20q
TOP1,20q
TOX2,20q
TP53INP2,20q
TP53RK,20q
TP53TG5,20q
TPD52L2,20q
TPX2,20q
TRERNA1,20q
TRIB3,20p
TRMT6,20p
TRPC4AP,20q
TSHZ2,20q
TSPY26P,20q
TTI1,20q
TTLL9,20q
TTPAL,20q
TUBB1,20q
UBE2C,20q
UBE2V1,20q
UBOX5,20p
UBOX5-AS1,20p
UCKL1,20q
UCKL1-AS1,20q
UQCC1,20q
VAPB,20q
VPS16,20p
VSTM2L,20q
VSX1,20p
WFDC10A,20q
WFDC10B,20q
WFDC11,20q
WFDC12,20q
WFDC13,20q
WFDC2,20q
WFDC3,20q
WFDC5,20q
WFDC6,20q
WFDC8,20q
WFDC9,20q
XKR7,20q
XRN2,20p
YTHDF1,20q
YWHAB,20q
ZBP1,20q
ZBTB46,20q
ZBTB46-AS1,20q
ZCCHC3,20p
ZFAS1,20q
ZFP64,20q
ZGPAT,20q
ZHX3,20q
ZMYND8,20q
ZNF133,20p
ZNF217,20q
ZNF334,20q
ZNF335,20q
ZNF337,20p
ZNF337-AS1,20p
ZNF341,20q
ZNF341-AS1,20q
ZNF343,20p
ZNF512B,20q
ZNF663P,20q
ZNF831,20q
ZNFX1,20q
ZSWIM1,20q
ZSWIM3,20q
AATBC,21q
ABCC13,21q
ABCG1,21q
ADAMTS1,21q
ADAMTS5,21q
ADARB1,21q
AGPAT3,21q
AIRE,21q
ANKRD20A11P,21q
ANKRD30BP2,21q
APP,21q
ATP5PF,21q
ATP5PO,21q
B3GALT5,21q
B3GALT5-AS1,21q
BACE2,21q
BACH1,21q
BACH1-IT2,21q
BACH1-IT3,21q
BAGE,21p
BAGE2,21p
BAGE3,21p
BAGE4,21p
BRWD1,21q
